진료년도,주상병코드,성별,입원외래구분,환자수,명세서청구건수,입내원일수,보험자부담금(선별포함),요양급여비용총액(선별포함)
2024,Z302,여,외래,29 ,58 ,58 ,1609940 ,2331440 
2024,Z303,여,외래,790 ,919 ,919 ,14992090 ,21712010 
2024,Z304,남,외래,3 ,3 ,3 ,32040 ,45540 
2024,Z304,여,외래,822 ,1067 ,1067 ,24224140 ,35588550 
2024,Z305,여,외래,11907 ,13597 ,13590 ,813803750 ,1301970080 
2024,Z305,여,입원,396 ,404 ,558 ,227397500 ,295685690 
2024,Z308,남,외래,226 ,239 ,239 ,5606210 ,8258010 
2024,Z308,여,외래,2368 ,2716 ,2716 ,65600920 ,97364310 
2024,Z308,여,입원,2 ,2 ,23 ,352180 ,441790 
2024,Z309,남,외래,7 ,9 ,9 ,497100 ,750500 
2024,Z309,여,외래,2442 ,3079 ,3079 ,93577320 ,152798610 
2024,Z309,여,입원,2 ,2 ,3 ,800780 ,948660 
2024,Z31 ,여,외래,1 ,1 ,1 ,43220 ,61720 
2024,Z310,남,외래,295 ,644 ,644 ,26314050 ,47537580 
2024,Z310,남,입원,225 ,229 ,449 ,305823990 ,391923270 
2024,Z310,여,외래,17 ,23 ,23 ,1610460 ,2884960 
2024,Z310,여,입원,18 ,21 ,109 ,40314310 ,53376000 
2024,Z311,여,외래,14521 ,76688 ,76674 ,7236918150 ,10386687450 
2024,Z311,여,입원,2 ,3 ,5 ,489010 ,695350 
2024,Z312,여,외래,53598 ,592057 ,591836 ,201467800650 ,296239333760 
2024,Z312,여,입원,382 ,513 ,945 ,452766630 ,649179070 
2024,Z313,남,외래,1355 ,2745 ,2745 ,228077640 ,336060720 
2024,Z313,여,외래,1343 ,4742 ,4741 ,687594890 ,986501540 
2024,Z314,남,외래,5558 ,7098 ,7097 ,204958460 ,310305190 
2024,Z314,여,외래,35 ,152 ,151 ,12655910 ,23574960 
2024,Z315,남,외래,1397 ,2168 ,2163 ,127841230 ,270845090 
2024,Z315,여,외래,1970 ,3327 ,3321 ,193113130 ,382627400 
2024,Z315,여,입원,2 ,3 ,1 ,467570 ,734510 
2024,Z316,남,외래,939 ,1327 ,1327 ,37817150 ,68967480 
2024,Z316,여,외래,4238 ,10074 ,10058 ,591233740 ,1025907760 
2024,Z316,여,입원,6 ,11 ,19 ,5425050 ,6822120 
2024,Z318,남,외래,54480 ,109899 ,109886 ,9380842870 ,13636207320 
2024,Z318,남,입원,3 ,3 ,2 ,889700 ,1270970 
2024,Z318,여,외래,3625 ,5714 ,5703 ,213388950 ,380676870 
2024,Z319,남,외래,324 ,684 ,684 ,50723360 ,75247670 
2024,Z319,여,외래,666 ,816 ,816 ,18514130 ,37292400 
2024,Z319,여,입원,1 ,1 ,2 ,195350 ,268930 
2024,Z32 ,여,외래,5 ,5 ,5 ,61600 ,87400 
2024,Z320,여,외래,43195 ,73605 ,73602 ,1552438310 ,2370457670 
2024,Z320,여,입원,23 ,23 ,48 ,13802750 ,18489070 
2024,Z321,여,외래,22768 ,50475 ,50413 ,3850712530 ,4948035910 
2024,Z321,여,입원,219 ,239 ,593 ,300001780 ,332020360 
2024,Z33 ,여,외래,6161 ,21999 ,21935 ,1739044070 ,2833716190 
2024,Z33 ,여,입원,211 ,217 ,480 ,188783320 ,222032000 
2024,Z34 ,여,외래,19 ,23 ,23 ,967770 ,1139970 
2024,Z340,여,외래,127854 ,573819 ,573320 ,52505840420 ,63470514050 
2024,Z340,여,입원,649 ,692 ,3475 ,1055034320 ,1177651980 
2024,Z348,여,외래,372724 ,2548566 ,2546035 ,238490251440 ,283814554690 
2024,Z348,여,입원,2617 ,2907 ,14704 ,3429720500 ,3855413250 
2024,Z349,여,외래,70845 ,328340 ,328053 ,28788995160 ,35729631940 
2024,Z349,여,입원,477 ,522 ,1537 ,746462800 ,815493200 
2024,Z35 ,여,외래,42 ,81 ,81 ,14516510 ,16128010 
2024,Z350,여,외래,26401 ,109131 ,108980 ,6333496300 ,7493408340 
2024,Z350,여,입원,40 ,45 ,96 ,21773010 ,25141210 
2024,Z351,여,외래,213 ,791 ,787 ,68644270 ,84499150 
2024,Z351,여,입원,22 ,22 ,157 ,69806500 ,77324370 
2024,Z352,여,외래,208 ,798 ,795 ,54151690 ,83209650 
2024,Z352,여,입원,8 ,10 ,25 ,10956440 ,12078040 
2024,Z353,여,외래,9 ,14 ,14 ,1438540 ,1909810 
2024,Z353,여,입원,6 ,6 ,20 ,24610640 ,24793550 
2024,Z354,여,외래,3 ,6 ,6 ,133210 ,189910 
2024,Z355,여,외래,6372 ,28017 ,27898 ,2414030680 ,3244963700 
2024,Z355,여,입원,495 ,622 ,2444 ,1693248310 ,1801325570 
2024,Z356,여,외래,12 ,27 ,27 ,1964840 ,2669190 
2024,Z357,여,외래,10 ,33 ,33 ,2703890 ,4247030 
2024,Z357,여,입원,1 ,1 ,1 ,668850 ,729330 
2024,Z358,여,외래,11197 ,36116 ,36063 ,3552649330 ,4926524290 
2024,Z358,여,입원,439 ,457 ,1813 ,1523481480 ,1588433460 
2024,Z359,여,외래,11047 ,35761 ,35660 ,3000345760 ,4550269080 
2024,Z359,여,입원,499 ,577 ,1857 ,985996210 ,1078912940 
2024,Z36 ,여,외래,11 ,14 ,14 ,607000 ,975100 
2024,Z360,여,외래,46 ,57 ,57 ,3247850 ,3921520 
2024,Z361,여,외래,8 ,14 ,12 ,1256710 ,1644410 
2024,Z362,여,외래,1 ,2 ,2 ,115790 ,128590 
2024,Z363,여,외래,1094 ,1729 ,1729 ,303393870 ,379120390 
2024,Z363,여,입원,10 ,10 ,6 ,1248360 ,1560430 
2024,Z364,여,입원,1 ,1 ,6 ,4148750 ,5086270 
2024,Z368,여,외래,513 ,842 ,839 ,56930050 ,80551670 
2024,Z368,여,입원,10 ,11 ,26 ,12966670 ,14019910 
2024,Z369,여,외래,613 ,1042 ,1042 ,69647150 ,97851540 
2024,Z369,여,입원,1 ,1 ,1 ,666240 ,763130 
2024,Z370,여,외래,39 ,53 ,53 ,3203940 ,4146780 
2024,Z370,여,입원,5 ,5 ,21 ,16111910 ,16348680 
2024,Z371,여,외래,17 ,29 ,29 ,1869340 ,2772780 
2024,Z371,여,입원,7 ,7 ,19 ,15137520 ,15759050 
2024,Z372,여,외래,30 ,49 ,48 ,3368290 ,4560420 
2024,Z372,여,입원,2 ,3 ,18 ,2251740 ,2256540 
2024,Z373,여,외래,4 ,15 ,15 ,1442360 ,1621660 
2024,Z375,여,외래,1 ,1 ,1 ,3180 ,23980 
2024,Z379,여,외래,1227 ,1283 ,1283 ,16786740 ,47757270 
2024,Z379,여,입원,2 ,3 ,8 ,8294330 ,8720430 
2024,Z38 ,남,외래,1 ,1 ,1 ,126340 ,180440 
2024,Z380,남,외래,7118 ,13671 ,13629 ,756009300 ,885077090 
2024,Z380,남,입원,20833 ,104113 ,506249 ,61817157330 ,62421541330 
2024,Z380,여,외래,6843 ,12896 ,12867 ,742302110 ,861609990 
2024,Z380,여,입원,20226 ,100616 ,487909 ,59728542160 ,60313580410 
2024,Z381,남,외래,264 ,400 ,396 ,26234670 ,30421870 
2024,Z381,남,입원,31 ,31 ,213 ,214328850 ,218346280 
2024,Z381,여,외래,212 ,315 ,315 ,18632650 ,22304380 
2024,Z381,여,입원,31 ,31 ,131 ,72771730 ,73080780 
2024,Z382,남,외래,38 ,62 ,61 ,3098290 ,3754890 
2024,Z382,여,외래,34 ,62 ,62 ,2918600 ,3541230 
2024,Z382,여,입원,1 ,2 ,1 ,417880 ,417880 
2024,Z383,남,외래,1000 ,1768 ,1763 ,129642200 ,145300710 
2024,Z383,남,입원,1572 ,2989 ,16825 ,3667300360 ,3694483120 
2024,Z383,여,외래,933 ,1781 ,1778 ,139372300 ,156155820 
2024,Z383,여,입원,1520 ,2794 ,15236 ,2708048180 ,2729691650 
2024,Z384,남,외래,16 ,24 ,24 ,1096850 ,1174350 
2024,Z384,여,외래,27 ,42 ,42 ,7691950 ,8133910 
2024,Z384,여,입원,1 ,2 ,26 ,1933920 ,1933920 
2024,Z385,여,외래,2 ,3 ,3 ,245460 ,408860 
2024,Z385,여,입원,1 ,1 ,3 ,435250 ,438850 
2024,Z386,남,외래,18 ,54 ,54 ,12925990 ,13661590 
2024,Z386,남,입원,63 ,65 ,442 ,183023640 ,183764030 
2024,Z386,여,외래,16 ,39 ,38 ,4594590 ,4989490 
2024,Z386,여,입원,64 ,67 ,385 ,105200930 ,105792240 
2024,Z387,남,외래,1 ,1 ,1 ,20230 ,25230 
2024,Z387,여,외래,2 ,2 ,2 ,141000 ,171200 
2024,Z388,여,외래,3 ,3 ,3 ,41510 ,89280 
2024,Z39 ,여,외래,51 ,93 ,93 ,2197730 ,4541490 
2024,Z390,여,외래,13680 ,17102 ,17101 ,313886080 ,734630190 
2024,Z390,여,입원,29 ,29 ,82 ,27421030 ,31496740 
2024,Z391,여,외래,345 ,366 ,366 ,4518240 ,7419370 
2024,Z392,여,외래,149036 ,240016 ,239965 ,4667516550 ,10826122240 
2024,Z392,여,입원,63 ,64 ,180 ,23215250 ,30951570 
2024,Z400,남,외래,18 ,21 ,21 ,536060 ,651760 
2024,Z400,여,외래,386 ,668 ,668 ,24242750 ,55483940 
2024,Z400,여,입원,297 ,315 ,1155 ,882632540 ,1214250190 
2024,Z408,남,외래,45 ,48 ,48 ,811650 ,1896150 
2024,Z408,남,입원,2 ,2 ,10 ,7898610 ,8500370 
2024,Z408,여,외래,45 ,47 ,47 ,919480 ,2248890 
2024,Z408,여,입원,5 ,5 ,26 ,13610750 ,18196480 
2024,Z409,남,외래,4 ,4 ,4 ,85640 ,140140 
2024,Z409,남,입원,2 ,2 ,1 ,261780 ,341060 
2024,Z409,여,외래,15 ,19 ,19 ,521580 ,1126400 
2024,Z41 ,남,외래,2 ,2 ,2 ,0 ,0 
2024,Z410,남,외래,1 ,1 ,1 ,12410 ,17610 
2024,Z411,남,외래,157 ,195 ,195 ,3070870 ,5382210 
2024,Z411,여,외래,546 ,768 ,767 ,13837500 ,23887440 
2024,Z411,여,입원,12 ,12 ,82 ,54915810 ,91601740 
2024,Z412,남,외래,18 ,31 ,31 ,1439010 ,2079660 
2024,Z413,여,외래,1 ,1 ,1 ,0 ,0 
2024,Z418,남,외래,134 ,176 ,176 ,3012440 ,5182030 
2024,Z418,남,입원,2 ,2 ,4 ,1173750 ,1459740 
2024,Z418,여,외래,309 ,450 ,450 ,8453740 ,13306780 
2024,Z418,여,입원,2 ,3 ,10 ,4594870 ,6004040 
2024,Z419,남,외래,51 ,62 ,62 ,1480960 ,2421960 
2024,Z419,남,입원,1 ,1 ,1 ,211460 ,250020 
2024,Z419,여,외래,132 ,162 ,162 ,2076140 ,3993390 
2024,Z420,남,외래,60 ,140 ,139 ,3776270 ,8713890 
2024,Z420,남,입원,73 ,111 ,1641 ,729694990 ,950661620 
2024,Z420,여,외래,78 ,108 ,108 ,2518700 ,4715620 
2024,Z420,여,입원,75 ,100 ,1331 ,557967550 ,719692950 
2024,Z421,남,외래,2 ,2 ,2 ,93840 ,157940 
2024,Z421,여,외래,999 ,1954 ,1952 ,56589820 ,90918530 
2024,Z421,여,입원,433 ,470 ,2554 ,1668181380 ,2656883950 
2024,Z422,남,외래,1 ,1 ,1 ,12410 ,17610 
2024,Z422,여,외래,107 ,136 ,136 ,4135930 ,5991750 
2024,Z422,여,입원,1 ,1 ,1 ,237960 ,291640 
2024,Z423,남,외래,4 ,24 ,24 ,351480 ,756220 
2024,Z423,남,입원,5 ,5 ,20 ,8177980 ,9963920 
2024,Z423,여,외래,3 ,3 ,3 ,83970 ,162840 
2024,Z424,남,입원,3 ,3 ,58 ,35213840 ,46182280 
2024,Z424,여,외래,1 ,1 ,1 ,4490 ,5390 
2024,Z424,여,입원,2 ,2 ,21 ,27607550 ,36531020 
2024,Z428,남,외래,16 ,18 ,18 ,329450 ,475250 
2024,Z428,남,입원,3 ,3 ,16 ,10387300 ,11990500 
2024,Z428,여,외래,362 ,581 ,580 ,15451720 ,22503080 
2024,Z428,여,입원,1 ,1 ,13 ,6000040 ,6364770 
2024,Z429,남,외래,14 ,18 ,18 ,310050 ,537850 
2024,Z429,여,외래,63 ,91 ,91 ,1248050 ,1997410 
2024,Z430,남,외래,77 ,323 ,322 ,21174800 ,32175440 
2024,Z430,남,입원,59 ,85 ,528 ,179774600 ,212689350 
2024,Z430,여,외래,83 ,412 ,412 ,30729190 ,42931060 
2024,Z430,여,입원,56 ,85 ,796 ,214591810 ,271003350 
2024,Z431,남,외래,232 ,616 ,614 ,61174900 ,115036370 
2024,Z431,남,입원,272 ,361 ,1578 ,727772580 ,866639060 
2024,Z431,여,외래,174 ,356 ,354 ,49347900 ,88991790 
2024,Z431,여,입원,195 ,278 ,1397 ,516550050 ,612144800 
2024,Z432,남,외래,149 ,418 ,407 ,50161460 ,57957840 
2024,Z432,남,입원,679 ,756 ,6704 ,3588484600 ,4264901650 
2024,Z432,여,외래,96 ,228 ,220 ,23650450 ,27934880 
2024,Z432,여,입원,337 ,387 ,3282 ,1766951920 ,2111647650 
2024,Z433,남,외래,94 ,223 ,222 ,20383240 ,30061900 
2024,Z433,남,입원,175 ,214 ,2434 ,1316286740 ,1650601710 
2024,Z433,여,외래,63 ,152 ,152 ,13963240 ,22009940 
2024,Z433,여,입원,129 ,140 ,1790 ,1065806990 ,1296577650 
2024,Z434,남,외래,153 ,451 ,451 ,24722000 ,34725600 
2024,Z434,남,입원,118 ,136 ,606 ,299625450 ,345609430 
2024,Z434,여,외래,325 ,1443 ,1443 ,70350420 ,91014780 
2024,Z434,여,입원,120 ,142 ,652 ,288565830 ,333981760 
2024,Z435,남,외래,120 ,780 ,780 ,46219830 ,58907450 
2024,Z435,남,입원,9 ,9 ,75 ,19477240 ,24654950 
2024,Z435,여,외래,225 ,1681 ,1681 ,89247000 ,111975580 
2024,Z436,남,외래,32 ,105 ,104 ,4739780 ,8239580 
2024,Z436,남,입원,60 ,105 ,289 ,169963250 ,197086180 
2024,Z436,여,외래,70 ,278 ,278 ,18798030 ,31387760 
2024,Z436,여,입원,72 ,126 ,303 ,176270570 ,204185430 
2024,Z437,여,외래,1 ,1 ,1 ,187780 ,375380 
2024,Z438,남,외래,13 ,20 ,20 ,516490 ,1064430 
2024,Z438,남,입원,25 ,27 ,61 ,23290690 ,27450490 
2024,Z438,여,외래,17 ,25 ,25 ,1168230 ,2157790 
2024,Z438,여,입원,18 ,22 ,107 ,40734150 ,47657680 
2024,Z439,남,외래,7 ,16 ,16 ,916530 ,1440630 
2024,Z439,남,입원,1 ,1 ,5 ,874720 ,1130480 
2024,Z439,여,외래,14 ,21 ,21 ,1384930 ,2358330 
2024,Z439,여,입원,1 ,1 ,3 ,1198490 ,1691220 
2024,Z441,남,외래,5 ,9 ,9 ,106940 ,164140 
2024,Z441,여,외래,2 ,4 ,4 ,51820 ,65420 
2024,Z442,남,외래,84 ,150 ,150 ,3674740 ,10003540 
2024,Z442,남,입원,3 ,3 ,11 ,6216060 ,8069530 
2024,Z442,여,외래,78 ,129 ,129 ,3707830 ,9572290 
2024,Z442,여,입원,2 ,2 ,7 ,5406430 ,6905460 
2024,Z443,여,외래,11 ,23 ,23 ,256270 ,522570 
2024,Z443,여,입원,2 ,2 ,16 ,7257660 ,10490840 
2024,Z448,남,외래,84 ,190 ,190 ,14670490 ,23426200 
2024,Z448,남,입원,11 ,11 ,18 ,9956960 ,12558300 
2024,Z448,여,외래,66 ,113 ,113 ,9131540 ,14718830 
2024,Z448,여,입원,8 ,9 ,39 ,16226030 ,19490260 
2024,Z449,남,외래,16 ,21 ,21 ,178580 ,259840 
2024,Z449,남,입원,1 ,1 ,1 ,673980 ,818590 
2024,Z449,여,외래,16 ,21 ,21 ,664060 ,1052160 
2024,Z450,남,외래,142 ,364 ,351 ,24028960 ,49701160 
2024,Z450,남,입원,246 ,282 ,829 ,2467452060 ,2670657440 
2024,Z450,여,외래,105 ,262 ,248 ,11568060 ,24691320 
2024,Z450,여,입원,260 ,301 ,985 ,2272964300 ,2471917000 
2024,Z451,남,외래,3 ,11 ,11 ,524750 ,1035780 
2024,Z451,남,입원,3 ,4 ,3 ,646480 ,831930 
2024,Z451,여,외래,2 ,2 ,2 ,56980 ,67140 
2024,Z451,여,입원,1 ,1 ,1 ,89290 ,93980 
2024,Z452,남,외래,836 ,1548 ,1537 ,892437520 ,996949300 
2024,Z452,남,입원,466 ,486 ,810 ,318003350 ,370341080 
2024,Z452,여,외래,937 ,1455 ,1432 ,886826070 ,988501770 
2024,Z452,여,입원,739 ,766 ,1197 ,459466820 ,530126370 
2024,Z453,남,외래,4 ,7 ,7 ,143450 ,306350 
2024,Z453,남,입원,2 ,2 ,1 ,188970 ,373670 
2024,Z453,여,외래,5 ,5 ,5 ,216200 ,405600 
2024,Z458,남,외래,43 ,72 ,72 ,4758630 ,7665360 
2024,Z458,남,입원,141 ,164 ,564 ,332713190 ,393800610 
2024,Z458,여,외래,33 ,56 ,56 ,2567070 ,5828750 
2024,Z458,여,입원,107 ,132 ,533 ,295294110 ,357701980 
2024,Z459,남,외래,45 ,72 ,72 ,7373520 ,12185130 
2024,Z459,남,입원,12 ,12 ,29 ,7678560 ,8596610 
2024,Z459,여,외래,28 ,40 ,40 ,3520150 ,6534370 
2024,Z459,여,입원,1 ,2 ,2 ,404730 ,516300 
2024,Z460,남,외래,21 ,39 ,39 ,836250 ,1191350 
2024,Z460,여,외래,53 ,125 ,125 ,2566460 ,3695400 
2024,Z461,남,외래,19 ,28 ,28 ,994370 ,2326670 
2024,Z461,남,입원,1 ,1 ,0 ,19020 ,23770 
2024,Z461,여,외래,17 ,27 ,27 ,1410380 ,2792980 
2024,Z461,여,입원,2 ,2 ,30 ,50570 ,62410 
2024,Z462,남,외래,2 ,4 ,4 ,222180 ,238280 
2024,Z462,남,입원,2 ,2 ,15 ,26967790 ,30909600 
2024,Z462,여,외래,2 ,2 ,2 ,83060 ,91760 
2024,Z462,여,입원,1 ,1 ,4 ,2221990 ,2994560 
2024,Z463,남,외래,703134 ,1078399 ,1020985 ,49075328550 ,69193096590 
2024,Z463,남,입원,1318 ,1667 ,1866 ,158949130 ,221374010 
2024,Z463,여,외래,681684 ,1039938 ,975858 ,49550300610 ,69640108340 
2024,Z463,여,입원,1953 ,2529 ,2923 ,247827090 ,344051710 
2024,Z464,남,외래,3075 ,3859 ,3858 ,58641480 ,84330480 
2024,Z464,남,입원,1 ,1 ,0 ,16750 ,18610 
2024,Z464,여,외래,6065 ,7415 ,7413 ,111079620 ,158558590 
2024,Z464,여,입원,1 ,1 ,0 ,107720 ,134650 
2024,Z465,남,외래,27 ,67 ,65 ,3835560 ,7325080 
2024,Z465,남,입원,91 ,111 ,469 ,351364500 ,411994810 
2024,Z465,여,외래,18 ,52 ,52 ,3976980 ,6682120 
2024,Z465,여,입원,60 ,70 ,284 ,227865180 ,261474570 
2024,Z466,남,외래,253 ,858 ,858 ,54798170 ,79853990 
2024,Z466,남,입원,483 ,669 ,1295 ,815224740 ,956918760 
2024,Z466,여,외래,398 ,2619 ,2619 ,161919690 ,212491350 
2024,Z466,여,입원,404 ,788 ,1583 ,1085830960 ,1252754870 
2024,Z467,남,외래,17 ,26 ,26 ,496740 ,932330 
2024,Z467,남,입원,4 ,4 ,15 ,5209190 ,6524730 
2024,Z467,여,외래,14 ,17 ,17 ,277090 ,502590 
2024,Z467,여,입원,3 ,3 ,8 ,6107860 ,7028000 
2024,Z468,남,외래,469 ,713 ,700 ,28892040 ,48866290 
2024,Z468,남,입원,131 ,187 ,521 ,281871760 ,327240950 
2024,Z468,여,외래,467 ,773 ,763 ,31433610 ,52619430 
2024,Z468,여,입원,96 ,137 ,368 ,187249930 ,214517570 
2024,Z469,남,외래,347 ,615 ,614 ,8333120 ,16155550 
2024,Z469,남,입원,3 ,3 ,2 ,705880 ,870470 
2024,Z469,여,외래,100 ,150 ,150 ,2911470 ,5944780 
2024,Z469,여,입원,5 ,5 ,3 ,992550 ,1176020 
2024,Z470,남,외래,13771 ,27841 ,27644 ,839875140 ,1632736230 
2024,Z470,남,입원,18761 ,19760 ,76702 ,24820859310 ,33028643720 
2024,Z470,여,외래,14350 ,31992 ,31801 ,929680350 ,1813136100 
2024,Z470,여,입원,20762 ,22025 ,99618 ,29437407700 ,39439639390 
2024,Z478,남,외래,2109 ,3746 ,3740 ,75299350 ,191330740 
2024,Z478,남,입원,240 ,278 ,2382 ,730927710 ,909829280 
2024,Z478,여,외래,6359 ,10416 ,10412 ,272298260 ,711029460 
2024,Z478,여,입원,244 ,285 ,3183 ,796154900 ,1017052690 
2024,Z479,남,외래,1888 ,3548 ,3520 ,130488190 ,240639330 
2024,Z479,남,입원,33 ,34 ,184 ,51859850 ,69563720 
2024,Z479,여,외래,2469 ,4685 ,4658 ,137172220 ,299252520 
2024,Z479,여,입원,41 ,44 ,211 ,56897940 ,77333980 
2024,Z480,남,외래,54157 ,107071 ,106938 ,1755498930 ,2626481460 
2024,Z480,남,입원,172 ,184 ,1251 ,201924420 ,262085340 
2024,Z480,여,외래,69469 ,118280 ,118165 ,2131669920 ,3316627430 
2024,Z480,여,입원,145 ,161 ,856 ,157850510 ,204329240 
2024,Z488,남,외래,856 ,1544 ,1543 ,57166390 ,100325880 
2024,Z488,남,입원,280 ,323 ,1995 ,594417450 ,747369430 
2024,Z488,여,외래,1004 ,1855 ,1852 ,64069480 ,115131990 
2024,Z488,여,입원,225 ,260 ,1920 ,418610020 ,528861730 
2024,Z489,남,외래,687 ,1242 ,1242 ,37800030 ,50960910 
2024,Z489,남,입원,4 ,5 ,20 ,3893480 ,5307830 
2024,Z489,여,외래,945 ,1584 ,1584 ,79031450 ,104683040 
2024,Z489,여,입원,3 ,3 ,56 ,6179720 ,8248180 
2024,Z49 ,남,외래,1 ,1 ,1 ,15910 ,17610 
2024,Z490,남,외래,90 ,176 ,176 ,12425980 ,19394630 
2024,Z490,남,입원,487 ,520 ,1232 ,1032746880 ,1171484290 
2024,Z490,여,외래,55 ,92 ,91 ,4647770 ,6276230 
2024,Z490,여,입원,339 ,354 ,773 ,700418230 ,787109890 
2024,Z491,남,외래,1091 ,44302 ,43221 ,8564796010 ,9482782330 
2024,Z491,남,입원,183 ,326 ,2532 ,852599970 ,990592440 
2024,Z491,여,외래,828 ,40558 ,39245 ,7798084700 ,8650426780 
2024,Z491,여,입원,129 ,258 ,2831 ,1041431250 ,1206312440 
2024,Z492,남,외래,295 ,2124 ,1977 ,2517794070 ,2778811040 
2024,Z492,남,입원,33 ,40 ,204 ,106253900 ,119691870 
2024,Z492,여,외래,220 ,1520 ,1449 ,1953407580 ,2158583680 
2024,Z492,여,입원,26 ,35 ,185 ,99600690 ,110964140 
2024,Z500,남,외래,587 ,1530 ,1530 ,59403220 ,119454070 
2024,Z500,남,입원,7 ,10 ,220 ,58902200 ,73474000 
2024,Z500,여,외래,252 ,684 ,684 ,25833810 ,48888790 
2024,Z500,여,입원,1 ,1 ,0 ,85180 ,85180 
2024,Z501,남,외래,683 ,4251 ,4250 ,65299090 ,123074400 
2024,Z501,남,입원,641 ,1612 ,41561 ,7886033370 ,9866945800 
2024,Z501,여,외래,847 ,5076 ,5076 ,85365470 ,147941040 
2024,Z501,여,입원,748 ,1547 ,36685 ,6474964270 ,8135997640 
2024,Z502,남,외래,1 ,1 ,1 ,10260 ,16960 
2024,Z504,남,외래,93 ,395 ,395 ,43498600 ,54774100 
2024,Z504,여,외래,171 ,986 ,986 ,81619540 ,111901140 
2024,Z504,여,입원,1 ,1 ,94 ,14285790 ,19026790 
2024,Z505,남,외래,23 ,52 ,52 ,326980 ,513680 
2024,Z505,여,외래,20 ,58 ,58 ,1508680 ,2051820 
2024,Z507,여,입원,1 ,1 ,18 ,3612360 ,4156030 
2024,Z508,남,외래,385 ,4032 ,4031 ,120025060 ,196391650 
2024,Z508,남,입원,382 ,683 ,14582 ,2964399110 ,3762128850 
2024,Z508,여,외래,373 ,3091 ,3091 ,74707400 ,122810770 
2024,Z508,여,입원,741 ,989 ,19494 ,3290515050 ,4204105530 
2024,Z509,남,외래,1315 ,10756 ,10755 ,223245210 ,385687310 
2024,Z509,남,입원,950 ,3666 ,50431 ,11218593950 ,13860495920 
2024,Z509,여,외래,1421 ,10874 ,10874 ,240366130 ,403223270 
2024,Z509,여,입원,1053 ,2596 ,47300 ,10157853740 ,12631981370 
2024,Z51 ,남,외래,2 ,2 ,2 ,29790 ,46490 
2024,Z510,남,외래,8791 ,85950 ,85929 ,39989457860 ,42160480970 
2024,Z510,남,입원,3134 ,4372 ,25143 ,19067866550 ,20503115340 
2024,Z510,여,외래,10847 ,119815 ,119774 ,63426383270 ,66762015320 
2024,Z510,여,입원,3778 ,6122 ,29077 ,22170146380 ,23772962990 
2024,Z511,남,외래,5714 ,28519 ,28215 ,17699869330 ,18708719740 
2024,Z511,남,입원,22838 ,121955 ,375345 ,252956104360 ,271236343670 
2024,Z511,여,외래,8503 ,40624 ,40305 ,19392581010 ,20590976530 
2024,Z511,여,입원,27887 ,156420 ,447810 ,285656872040 ,311403350720 
2024,Z512,남,외래,181 ,773 ,772 ,291752450 ,317099840 
2024,Z512,남,입원,617 ,1693 ,4538 ,3288540800 ,3646987600 
2024,Z512,여,외래,161 ,420 ,420 ,96367350 ,104085870 
2024,Z512,여,입원,723 ,1676 ,4428 ,4031929700 ,4489117770 
2024,Z513,남,외래,2 ,2 ,2 ,93120 ,179290 
2024,Z513,남,입원,64 ,113 ,315 ,143100150 ,160209780 
2024,Z513,여,외래,3 ,8 ,8 ,1310350 ,1555210 
2024,Z513,여,입원,130 ,217 ,600 ,252589820 ,289312950 
2024,Z514,남,외래,637 ,1245 ,1245 ,457007660 ,490245080 
2024,Z514,남,입원,121 ,149 ,310 ,161810090 ,178724670 
2024,Z514,여,외래,1965 ,6134 ,6133 ,2466406900 ,2635419940 
2024,Z514,여,입원,256 ,270 ,463 ,286313640 ,314123020 
2024,Z515,남,외래,470 ,1019 ,1019 ,90139620 ,96757170 
2024,Z515,남,입원,2872 ,4328 ,68453 ,25410627500 ,27172289260 
2024,Z515,여,외래,358 ,744 ,744 ,64676130 ,69456610 
2024,Z515,여,입원,2064 ,3170 ,57061 ,21704774810 ,23206968720 
2024,Z516,남,외래,591 ,3848 ,3847 ,75157120 ,167731330 
2024,Z516,남,입원,31 ,41 ,89 ,19973560 ,23545480 
2024,Z516,여,외래,515 ,3389 ,3385 ,32643010 ,111218310 
2024,Z516,여,입원,21 ,27 ,79 ,24589260 ,29428920 
2024,Z518,남,외래,3736 ,5576 ,5570 ,346884150 ,516565210 
2024,Z518,남,입원,5219 ,8470 ,78323 ,25628492470 ,29092356200 
2024,Z518,여,외래,3685 ,5183 ,5174 ,243445870 ,379192330 
2024,Z518,여,입원,4447 ,7292 ,65143 ,19405158610 ,22365308240 
2024,Z519,남,외래,648 ,982 ,981 ,32189680 ,65145560 
2024,Z519,남,입원,47 ,52 ,275 ,57304930 ,69313750 
2024,Z519,여,외래,744 ,1108 ,1105 ,30925330 ,59366400 
2024,Z519,여,입원,47 ,52 ,572 ,102888490 ,131410300 
2024,Z52 ,남,외래,2 ,4 ,4 ,41040 ,61540 
2024,Z520,남,외래,728 ,1814 ,1753 ,689462990 ,775781000 
2024,Z520,남,입원,331 ,357 ,1128 ,662516450 ,811871120 
2024,Z520,여,외래,515 ,1400 ,1350 ,566407590 ,635123510 
2024,Z520,여,입원,263 ,287 ,873 ,488556440 ,612563520 
2024,Z521,여,외래,2 ,2 ,2 ,29990 ,52290 
2024,Z522,남,외래,2 ,2 ,2 ,36850 ,43250 
2024,Z522,여,외래,2 ,4 ,3 ,1772110 ,1921040 
2024,Z522,여,입원,1 ,1 ,0 ,1270560 ,1337430 
